event_id,event_time,user_id,dept,role,device_type,source_ip,asset_id,asset_type,data_classification,action,status,bytes_out,records_accessed,latency_ms,risk_score,label
EVT0002818,2026-05-01T16:36:38,U0038,Legal,manager,workstation,10.10.7.191,data_lake,storage,restricted,read,success,160108,198,159,7,normal
EVT0002819,2026-05-01T22:52:41,U0059,Finance,intern,vpn_gateway,10.10.15.234,ticketing,saas,internal,schema_discovery,failed,111599,149,208,5,normal
EVT0002820,2026-05-01T13:29:00,U0145,Legal,admin,mobile,10.10.11.49,crm,saas,confidential,logout,success,77427,85,140,7,normal
EVT0002821,2026-05-01T11:55:05,U0056,Sales,engineer,laptop,10.10.8.94,public_web,web,public,login,success,23103,74,165,2,normal
EVT0002822,2026-05-01T20:32:32,U0143,Engineering,admin,laptop,10.10.16.116,git_repo,code,internal,download,success,83457,99,131,6,normal
EVT0002823,2026-05-01T17:24:36,U0009,Operations,analyst,vpn_gateway,10.10.1.25,crm,saas,confidential,query,success,0,0,4,3,normal
EVT0002824,2026-05-01T15:50:40,U0029,Operations,engineer,server,10.10.20.122,cust_db,database,restricted,upload,success,67113,117,60,6,normal
EVT0002825,2026-05-01T20:33:20,U0075,Operations,engineer,laptop,10.10.3.73,bi_dashboard,dashboard,internal,login,success,74342,60,121,4,normal
EVT0002826,2026-05-01T15:03:54,U0140,Finance,intern,vpn_gateway,10.10.14.117,ticketing,saas,internal,logout,success,148602,97,151,6,normal
EVT0002827,2026-05-01T16:38:17,U0102,HR,intern,laptop,10.10.4.244,bi_dashboard,dashboard,internal,login,success,74800,545,75,5,normal
EVT0002828,2026-05-01T13:29:56,U0009,Operations,analyst,server,10.10.10.10,payroll,database,confidential,query,success,42631,22,110,2,normal
EVT0002829,2026-05-01T16:38:39,U0013,Operations,analyst,laptop,10.10.15.64,cust_db,database,restricted,login,success,106881,258,119,8,normal
EVT0002830,2026-05-01T17:26:00,U0001,Data Science,analyst,server,10.10.20.122,data_lake,storage,restricted,query,success,137897,177,192,28,normal
EVT0002831,2026-05-02T02:05:13,U0030,HR,director,laptop,10.10.8.178,public_web,web,public,download,success,117483,62,68,6,normal
EVT0002832,2026-05-01T21:22:24,U0057,Data Science,intern,workstation,10.10.1.148,payroll,database,confidential,read,success,7575,64,58,3,normal
EVT0002833,2026-05-01T16:39:23,U0001,Data Science,analyst,server,10.10.10.66,git_repo,code,internal,read,success,88972,139,123,7,normal
EVT0002834,2026-05-01T11:56:10,U0008,Sales,analyst,laptop,10.10.19.171,git_repo,code,internal,logout,success,74231,67,130,6,normal
EVT0002835,2026-05-01T19:01:30,U0037,Operations,analyst,laptop,10.10.1.25,public_web,web,public,upload,success,13888,16,113,0,normal
EVT0002836,2026-05-01T19:49:00,U0005,Data Science,admin,laptop,10.10.10.181,public_web,web,public,query,success,10095,13,160,2,normal
EVT0002837,2026-05-01T19:49:15,U0096,Finance,admin,laptop,10.10.8.75,crm,saas,confidential,query,failed,118351,154,182,8,normal
EVT0002838,2026-05-02T01:20:36,U0050,Engineering,analyst,laptop,10.10.7.69,ticketing,saas,internal,query,success,64513,42,163,4,normal
EVT0002839,2026-05-01T23:46:20,U0104,Legal,intern,laptop,10.10.7.110,crm,saas,confidential,schema_discovery,success,102823,369,95,1,normal
EVT0002840,2026-05-01T19:50:00,U0041,Sales,analyst,vpn_gateway,10.10.20.122,bi_dashboard,dashboard,internal,read,success,50919,41,132,8,normal
EVT0002841,2026-05-01T15:53:30,U0103,Finance,engineer,laptop,10.10.16.114,cust_db,database,restricted,logout,failed,69028,111,185,5,normal
EVT0002842,2026-05-02T01:22:04,U0130,Data Science,analyst,workstation,10.10.19.111,cust_db,database,restricted,query,success,0,0,137,27,normal
EVT0002843,2026-05-01T15:53:50,U0057,Data Science,intern,workstation,10.10.10.253,bi_dashboard,dashboard,internal,schema_discovery,success,162754,123,98,2,normal
EVT0002844,2026-05-01T12:44:24,U0084,Sales,intern,laptop,10.10.16.114,bi_dashboard,dashboard,internal,query,success,54691,171,172,3,normal
EVT0002845,2026-05-01T23:00:55,U0141,Sales,director,server,10.10.16.72,data_lake,storage,restricted,login,failed,83031,43,63,29,normal
EVT0002846,2026-05-01T19:51:30,U0027,Sales,intern,vpn_gateway,10.10.3.73,payroll,database,confidential,schema_discovery,success,0,0,77,7,normal
EVT0002847,2026-05-01T12:44:42,U0028,Finance,admin,vpn_gateway,10.10.1.25,bi_dashboard,dashboard,internal,query,success,116101,88,198,6,normal
EVT0002848,2026-05-01T12:44:48,U0002,HR,manager,vpn_gateway,10.10.10.122,data_lake,storage,restricted,logout,success,71951,37,102,33,normal
EVT0002849,2026-05-02T02:12:07,U0059,Finance,intern,mobile,10.10.2.40,cust_db,database,restricted,query,success,59275,37,225,7,normal
EVT0002850,2026-05-02T02:12:30,U0033,HR,manager,mobile,10.10.10.253,ticketing,saas,internal,login,success,41039,77,9,8,normal
EVT0002851,2026-05-01T23:50:20,U0139,Data Science,admin,vpn_gateway,10.10.8.178,bi_dashboard,dashboard,internal,upload,failed,0,0,113,53,normal
EVT0002852,2026-05-01T21:28:04,U0132,Engineering,manager,server,10.10.5.234,payroll,database,confidential,read,success,78115,51,156,3,normal
EVT0002853,2026-05-01T12:45:18,U0146,Operations,director,vpn_gateway,10.10.3.104,cust_db,database,restricted,query,success,85339,46,186,74,policy_violation
EVT0002854,2026-05-01T18:18:22,U0081,HR,director,laptop,10.10.3.42,ticketing,saas,internal,query,success,25631,13,34,0,normal
EVT0002855,2026-05-01T23:04:05,U0104,Legal,intern,mobile,10.10.18.196,crm,saas,confidential,download,success,15371,21,176,7,normal
EVT0002856,2026-05-01T20:41:36,U0146,Operations,director,vpn_gateway,10.10.20.173,payroll,database,confidential,query,success,154976,107,88,78,policy_violation
EVT0002857,2026-05-01T16:43:47,U0133,Sales,engineer,vpn_gateway,10.10.7.69,bi_dashboard,dashboard,internal,schema_discovery,success,64148,41,57,6,normal
EVT0002858,2026-05-01T20:42:08,U0130,Data Science,analyst,vpn_gateway,10.10.4.141,bi_dashboard,dashboard,internal,read,success,92618,374,193,6,normal
EVT0002859,2026-05-01T23:53:00,U0135,Finance,admin,mobile,10.10.17.90,git_repo,code,internal,schema_discovery,success,155068,717,115,7,normal
EVT0002860,2026-05-02T03:51:40,U0026,Data Science,director,mobile,10.10.9.13,ticketing,saas,internal,read,success,173652,232,182,0,normal
EVT0002861,2026-05-02T03:52:05,U0001,Data Science,analyst,vpn_gateway,10.10.17.90,ticketing,saas,internal,read,success,57752,76,138,4,normal
EVT0002862,2026-05-01T11:58:30,U0061,HR,analyst,laptop,10.10.19.111,data_lake,storage,restricted,read,success,59058,37,103,27,normal
EVT0002863,2026-05-01T17:32:36,U0023,Legal,director,mobile,10.10.20.122,crm,saas,confidential,schema_discovery,success,93743,126,78,50,normal
EVT0002864,2026-05-01T14:21:52,U0073,Finance,admin,mobile,10.10.10.147,ticketing,saas,internal,login,failed,68102,105,89,7,normal
EVT0002865,2026-05-01T23:55:00,U0020,Legal,admin,workstation,10.10.20.247,git_repo,code,internal,read,success,73742,99,131,5,normal
EVT0002866,2026-05-01T20:44:16,U0116,HR,admin,laptop,10.10.16.167,cust_db,database,restricted,permission_change,success,130086,261,131,31,normal
EVT0002867,2026-05-01T19:08:58,U0068,Finance,analyst,vpn_gateway,10.10.3.104,bi_dashboard,dashboard,internal,query,success,87383,69,96,3,normal
EVT0002868,2026-05-02T03:07:12,U0024,HR,intern,laptop,10.10.9.203,crm,saas,confidential,read,success,80310,80,111,6,normal
EVT0002869,2026-05-01T14:22:32,U0040,Data Science,admin,workstation,10.10.14.157,crm,saas,confidential,upload,success,36721,41,61,4,normal
EVT0002870,2026-05-01T19:09:40,U0108,HR,analyst,workstation,10.10.3.73,bi_dashboard,dashboard,internal,logout,success,124399,96,101,50,normal
EVT0002871,2026-05-01T12:47:06,U0033,HR,manager,vpn_gateway,10.10.10.253,public_web,web,public,login,success,26959,20,145,4,normal
EVT0002872,2026-05-01T16:46:32,U0060,Legal,manager,server,10.10.8.80,crm,saas,confidential,read,success,19945,115,88,25,normal
EVT0002873,2026-05-02T00:45:33,U0046,Legal,intern,server,10.10.18.34,data_lake,storage,restricted,read,success,54014,28,1,0,normal
EVT0002874,2026-05-01T15:59:00,U0048,Sales,engineer,laptop,10.10.16.114,crm,saas,confidential,login,success,48032,46,152,0,normal
EVT0002875,2026-05-01T22:22:30,U0119,HR,engineer,laptop,10.10.12.206,cust_db,database,restricted,permission_change,success,152459,290,99,28,normal
EVT0002876,2026-05-01T18:23:08,U0080,Data Science,manager,mobile,10.10.10.147,cust_db,database,restricted,read,success,50463,31,124,71,policy_violation
EVT0002877,2026-05-02T01:34:54,U0050,Engineering,analyst,vpn_gateway,10.10.18.86,data_lake,storage,restricted,download,success,19612,46,82,31,normal
EVT0002878,2026-05-02T03:59:10,U0038,Legal,manager,server,10.10.4.215,payroll,database,confidential,login,success,89187,479,176,0,normal
EVT0002879,2026-05-02T01:35:38,U0033,HR,manager,laptop,10.10.8.46,crm,saas,confidential,read,success,0,0,138,4,normal
EVT0002880,2026-05-02T03:12:00,U0144,Engineering,intern,vpn_gateway,10.10.14.157,bi_dashboard,dashboard,internal,read,success,27089,68,108,0,normal
EVT0002881,2026-05-01T21:36:17,U0050,Engineering,analyst,laptop,10.10.18.21,crm,saas,confidential,login,success,3606,8,111,31,normal
EVT0002882,2026-05-02T02:24:46,U0142,Operations,admin,workstation,10.10.8.32,cust_db,database,restricted,delete,success,34985,91,146,54,normal
EVT0002883,2026-05-02T00:01:00,U0105,Data Science,manager,workstation,10.10.16.28,cust_db,database,restricted,upload,success,118740,118,35,2,normal
EVT0002884,2026-05-02T04:01:40,U0066,Data Science,engineer,server,10.10.16.31,bi_dashboard,dashboard,internal,login,success,92808,83,181,8,normal
EVT0002885,2026-05-02T01:37:50,U0067,Finance,analyst,server,10.10.8.75,cust_db,database,restricted,read,success,67452,64,82,45,normal
EVT0002886,2026-05-01T22:25:48,U0023,Legal,director,vpn_gateway,10.10.19.244,crm,saas,confidential,delete,success,25013,34,119,72,policy_violation
EVT0002887,2026-05-01T21:37:59,U0134,Sales,analyst,laptop,10.10.18.196,cust_db,database,restricted,download,success,0,0,108,31,normal
EVT0002888,2026-05-01T18:25:44,U0031,Engineering,intern,server,10.10.4.215,ticketing,saas,internal,login,success,99430,591,174,5,normal
EVT0002889,2026-05-01T21:38:33,U0102,HR,intern,workstation,10.10.9.89,cust_db,database,restricted,download,success,32580,30,1,5,normal
EVT0002890,2026-05-02T04:04:10,U0017,Engineering,admin,workstation,10.10.8.32,crm,saas,confidential,read,success,89302,239,143,33,normal
EVT0002891,2026-05-01T20:50:56,U0061,HR,analyst,vpn_gateway,10.10.7.82,bi_dashboard,dashboard,internal,query,success,123709,92,145,1,normal
EVT0002892,2026-05-02T03:16:48,U0143,Engineering,admin,laptop,10.10.10.23,git_repo,code,internal,query,success,0,0,162,8,normal
EVT0002893,2026-05-01T21:39:41,U0125,Engineering,engineer,laptop,10.10.1.128,payroll,database,confidential,read,success,8258,7,129,4,normal
EVT0002894,2026-05-01T12:49:24,U0073,Finance,admin,server,10.10.20.204,data_lake,storage,restricted,logout,success,8645,5,81,27,normal
EVT0002895,2026-05-02T04:06:15,U0076,Operations,analyst,vpn_gateway,10.10.11.48,public_web,web,public,login,success,71259,35,136,0,normal
EVT0002896,2026-05-01T12:49:36,U0121,HR,admin,laptop,10.10.2.40,cust_db,database,restricted,download,success,35416,41,103,25,normal
EVT0002897,2026-05-01T15:14:33,U0090,Sales,engineer,vpn_gateway,10.10.16.116,git_repo,code,internal,query,success,34887,76,13,45,normal
EVT0002898,2026-05-01T13:38:06,U0004,HR,manager,workstation,10.10.3.104,crm,saas,confidential,query,success,33901,23,172,32,normal
EVT0002899,2026-05-02T04:07:55,U0086,Engineering,director,workstation,10.10.1.148,data_lake,storage,restricted,upload,failed,36495,58,210,27,normal
EVT0002900,2026-05-01T20:53:20,U0039,Sales,manager,mobile,10.10.20.122,public_web,web,public,query,success,18444,85,65,4,normal
EVT0002901,2026-05-01T13:38:27,U0104,Legal,intern,workstation,10.10.9.213,git_repo,code,internal,login,success,69498,239,67,3,normal
EVT0002902,2026-05-01T17:40:24,U0118,HR,engineer,vpn_gateway,10.10.1.148,data_lake,storage,restricted,upload,success,94364,92,71,6,normal
EVT0002903,2026-05-02T01:44:26,U0030,HR,director,laptop,10.10.3.73,public_web,web,public,download,success,102950,58,82,7,normal
EVT0002904,2026-05-01T19:17:36,U0012,Data Science,manager,workstation,10.10.20.247,bi_dashboard,dashboard,internal,read,success,70046,53,60,0,normal
EVT0002905,2026-05-02T00:56:45,U0015,Data Science,engineer,workstation,10.10.4.215,data_lake,storage,restricted,schema_discovery,success,49393,48,119,29,normal
EVT0002906,2026-05-01T18:29:38,U0085,Operations,manager,mobile,10.10.15.234,cust_db,database,restricted,query,success,47989,64,107,2,normal
EVT0002907,2026-05-01T23:20:33,U0028,Finance,admin,workstation,10.10.20.181,payroll,database,confidential,delete,success,73855,42,104,51,normal
EVT0002908,2026-05-02T01:46:16,U0065,Engineering,manager,vpn_gateway,10.10.19.244,public_web,web,public,query,success,22672,40,72,2,normal
EVT0002909,2026-05-01T13:39:23,U0063,Legal,analyst,server,10.10.5.165,bi_dashboard,dashboard,internal,download,success,134679,85,169,3,normal
EVT0002910,2026-05-02T04:12:30,U0071,Operations,admin,workstation,10.10.1.128,cust_db,database,restricted,upload,success,101182,242,101,30,normal
EVT0002911,2026-05-02T03:24:24,U0127,Sales,director,vpn_gateway,10.10.10.253,crm,saas,confidential,login,success,53053,28,209,32,normal
EVT0002912,2026-05-02T01:47:44,U0027,Sales,intern,vpn_gateway,10.10.8.167,crm,saas,confidential,schema_discovery,success,98887,62,66,8,normal
EVT0002913,2026-05-01T18:31:09,U0115,Data Science,intern,laptop,10.10.6.51,git_repo,code,internal,read,success,97239,89,153,8,normal
EVT0002914,2026-05-01T18:31:22,U0122,Engineering,intern,laptop,10.10.10.122,crm,saas,confidential,login,success,108012,61,135,4,normal
EVT0002915,2026-05-01T20:57:20,U0037,Operations,analyst,server,10.10.1.148,crm,saas,confidential,read,success,36788,28,79,33,normal
EVT0002916,2026-05-02T01:00:36,U0119,HR,engineer,workstation,10.10.4.192,ticketing,saas,internal,read,success,61522,255,153,3,normal
EVT0002917,2026-05-01T18:32:01,U0002,HR,manager,mobile,10.10.18.196,payroll,database,confidential,permission_change,success,68471,71,55,50,normal
EVT0002918,2026-05-01T20:09:30,U0112,HR,manager,mobile,10.10.10.253,crm,saas,confidential,query,success,70594,114,104,6,normal
EVT0002919,2026-05-01T17:43:48,U0133,Sales,engineer,server,10.10.4.192,cust_db,database,restricted,login,success,113311,84,68,3,normal
EVT0002920,2026-05-01T22:36:00,U0090,Sales,engineer,mobile,10.10.12.206,public_web,web,public,login,success,130971,84,113,47,normal
EVT0002921,2026-05-01T17:44:12,U0016,Legal,admin,workstation,10.10.16.28,ticketing,saas,internal,login,success,60530,105,152,1,normal
EVT0002922,2026-05-01T21:47:54,U0009,Operations,analyst,mobile,10.10.11.49,crm,saas,confidential,query,success,52232,28,88,7,normal
EVT0002923,2026-05-01T16:07:10,U0126,Data Science,intern,workstation,10.10.7.69,payroll,database,confidential,read,success,55694,58,87,28,normal
EVT0002924,2026-05-01T13:41:08,U0027,Sales,intern,mobile,10.10.16.143,crm,saas,confidential,query,success,71819,57,117,7,normal
EVT0002925,2026-05-02T01:52:30,U0013,Operations,analyst,vpn_gateway,10.10.19.252,public_web,web,public,read,success,66217,85,80,8,normal
EVT0002926,2026-05-01T21:49:02,U0097,Operations,intern,laptop,10.10.17.154,data_lake,storage,restricted,read,success,69228,158,79,33,normal
EVT0002927,2026-05-02T01:04:27,U0046,Legal,intern,server,10.10.1.25,bi_dashboard,dashboard,internal,login,success,132363,102,88,0,normal
EVT0002928,2026-05-01T20:12:00,U0070,Sales,intern,vpn_gateway,10.10.15.20,public_web,web,public,query,success,13374,6,67,47,normal
EVT0002929,2026-05-02T01:53:58,U0074,HR,admin,mobile,10.10.10.253,ticketing,saas,internal,upload,success,101118,57,150,8,normal
EVT0002930,2026-05-02T01:54:20,U0118,HR,engineer,laptop,10.10.4.141,payroll,database,confidential,download,success,102659,195,94,6,normal
EVT0002931,2026-05-01T21:50:27,U0134,Sales,analyst,vpn_gateway,10.10.14.127,public_web,web,public,schema_discovery,success,106984,119,8,2,normal
EVT0002932,2026-05-01T22:39:36,U0139,Data Science,admin,mobile,10.10.8.178,bi_dashboard,dashboard,internal,login,failed,0,0,105,45,normal
EVT0002933,2026-05-02T01:06:33,U0124,Finance,intern,server,10.10.7.82,ticketing,saas,internal,query,success,61130,129,127,8,normal
EVT0002934,2026-05-01T17:46:48,U0057,Data Science,intern,workstation,10.10.7.77,git_repo,code,internal,query,failed,112435,103,42,3,normal
EVT0002935,2026-05-01T20:13:45,U0109,Legal,analyst,server,10.10.8.46,crm,saas,confidential,login,success,142199,100,185,0,normal
EVT0002936,2026-05-01T12:53:36,U0066,Data Science,engineer,mobile,10.10.8.32,bi_dashboard,dashboard,internal,login,success,38935,23,171,7,normal
EVT0002937,2026-05-01T17:47:24,U0033,HR,manager,workstation,10.10.11.49,crm,saas,confidential,query,success,89466,483,115,2,normal
EVT0002938,2026-05-01T20:14:30,U0088,HR,manager,mobile,10.10.5.165,bi_dashboard,dashboard,internal,logout,success,207,0,109,7,normal
EVT0002939,2026-05-01T23:30:41,U0010,Sales,analyst,laptop,10.10.16.28,git_repo,code,internal,login,success,16799,20,129,6,normal
EVT0002940,2026-05-02T04:25:00,U0074,HR,admin,workstation,10.10.2.66,public_web,web,public,upload,success,85356,97,169,0,normal
EVT0002941,2026-05-01T19:26:14,U0072,Engineering,admin,mobile,10.10.10.122,git_repo,code,internal,download,success,44006,31,120,1,normal
EVT0002942,2026-05-01T16:10:20,U0073,Finance,admin,server,10.10.16.31,bi_dashboard,dashboard,internal,read,success,126691,65,93,2,normal
EVT0002943,2026-05-01T17:48:36,U0068,Finance,analyst,workstation,10.10.19.111,bi_dashboard,dashboard,internal,query,success,62203,376,83,7,normal
EVT0002944,2026-05-01T22:43:12,U0007,Engineering,manager,mobile,10.10.9.227,bi_dashboard,dashboard,internal,login,success,134937,105,177,53,normal
EVT0002945,2026-05-01T12:05:25,U0031,Engineering,intern,vpn_gateway,10.10.5.209,data_lake,storage,restricted,query,success,0,0,120,28,normal
EVT0002946,2026-05-01T21:05:36,U0109,Legal,analyst,laptop,10.10.20.204,cust_db,database,restricted,read,success,83110,245,100,5,normal
EVT0002947,2026-05-01T17:00:17,U0053,Data Science,intern,server,10.10.19.96,ticketing,saas,internal,logout,success,54528,49,169,2,normal
EVT0002948,2026-05-02T01:11:48,U0118,HR,engineer,server,10.10.18.34,payroll,database,confidential,schema_discovery,success,44655,29,159,4,normal
EVT0002949,2026-05-01T21:06:24,U0127,Sales,director,workstation,10.10.20.247,bi_dashboard,dashboard,internal,query,success,0,0,61,3,normal
EVT0002950,2026-05-02T04:29:10,U0100,Sales,admin,workstation,10.10.7.162,crm,saas,confidential,query,success,101404,52,132,1,normal
EVT0002951,2026-05-02T02:02:02,U0058,HR,analyst,workstation,10.10.10.10,bi_dashboard,dashboard,internal,schema_discovery,success,48424,123,195,0,normal
EVT0002952,2026-05-01T23:34:48,U0136,HR,analyst,vpn_gateway,10.10.9.89,crm,saas,confidential,download,success,45851,33,146,27,normal
EVT0002953,2026-05-01T13:44:31,U0077,Engineering,analyst,laptop,10.10.10.181,bi_dashboard,dashboard,internal,read,success,71931,41,147,2,normal
EVT0002954,2026-05-02T00:24:40,U0099,Data Science,engineer,laptop,10.10.20.173,git_repo,code,internal,read,success,0,0,113,5,normal
EVT0002955,2026-05-01T17:51:00,U0045,Data Science,director,mobile,10.10.19.171,payroll,database,confidential,download,success,182442,141,114,28,normal
EVT0002956,2026-05-01T22:46:48,U0060,Legal,manager,laptop,10.10.15.147,git_repo,code,internal,query,success,60677,34,110,8,normal
EVT0002957,2026-05-01T12:55:42,U0093,Engineering,manager,workstation,10.10.15.234,crm,saas,confidential,read,success,53526,26,179,7,normal
EVT0002958,2026-05-02T03:43:12,U0065,Engineering,manager,laptop,10.10.8.46,payroll,database,confidential,login,success,82418,298,148,8,normal
EVT0002959,2026-05-02T03:43:36,U0023,Legal,director,vpn_gateway,10.10.7.191,payroll,database,confidential,login,success,75435,48,39,50,normal
EVT0002960,2026-05-02T00:26:40,U0018,Operations,analyst,server,10.10.5.234,data_lake,storage,restricted,login,success,59056,60,71,33,normal
EVT0002961,2026-05-01T22:48:18,U0023,Legal,director,laptop,10.10.6.51,crm,saas,confidential,read,success,90483,53,97,47,normal
EVT0002962,2026-05-02T03:44:48,U0023,Legal,director,vpn_gateway,10.10.14.192,data_lake,storage,restricted,read,success,120118,706,130,47,normal
EVT0002963,2026-05-02T03:45:12,U0135,Finance,admin,server,10.10.3.42,cust_db,database,restricted,query,success,61218,85,116,30,normal
EVT0002964,2026-05-01T16:14:00,U0049,Data Science,analyst,mobile,10.10.1.134,payroll,database,confidential,download,success,34866,143,29,28,normal
EVT0002965,2026-05-01T17:03:35,U0083,Data Science,analyst,mobile,10.10.9.203,public_web,web,public,schema_discovery,success,93841,162,88,6,normal
EVT0002966,2026-05-02T04:35:50,U0103,Finance,engineer,laptop,10.10.7.191,ticketing,saas,internal,login,success,157773,80,107,7,normal
EVT0002967,2026-05-01T13:46:09,U0003,Legal,analyst,server,10.10.17.99,data_lake,storage,restricted,query,success,100693,144,133,0,normal
EVT0002968,2026-05-01T20:22:00,U0008,Sales,analyst,mobile,10.10.16.143,payroll,database,confidential,logout,success,82132,125,109,4,normal
EVT0002969,2026-05-02T02:58:07,U0095,Legal,analyst,server,10.10.2.40,public_web,web,public,login,success,173966,215,169,0,normal
EVT0002970,2026-05-02T00:30:00,U0117,HR,admin,mobile,10.10.16.167,bi_dashboard,dashboard,internal,download,success,17751,69,197,6,normal
EVT0002971,2026-05-01T17:04:41,U0031,Engineering,intern,laptop,10.10.19.96,public_web,web,public,login,success,13549,46,12,0,normal
EVT0002972,2026-05-01T20:23:00,U0113,Operations,analyst,mobile,10.10.8.167,cust_db,database,restricted,schema_discovery,success,122818,550,66,6,normal
EVT0002973,2026-05-01T22:02:21,U0119,HR,engineer,server,10.10.10.147,cust_db,database,restricted,login,success,40398,44,88,3,normal
EVT0002974,2026-05-01T15:26:06,U0064,Legal,engineer,vpn_gateway,10.10.16.56,data_lake,storage,restricted,query,success,103512,58,124,0,normal
EVT0002975,2026-05-01T12:07:55,U0149,Legal,director,mobile,10.10.12.206,ticketing,saas,internal,upload,success,77595,164,135,3,normal
EVT0002976,2026-05-01T19:34:24,U0056,Sales,engineer,workstation,10.10.10.180,cust_db,database,restricted,download,success,47643,25,172,8,normal
EVT0002977,2026-05-02T01:21:57,U0142,Operations,admin,laptop,10.10.8.46,data_lake,storage,restricted,query,success,106726,58,169,32,normal
EVT0002978,2026-05-01T16:16:20,U0037,Operations,analyst,workstation,10.10.10.10,bi_dashboard,dashboard,internal,permission_change,success,110516,133,157,30,normal
EVT0002979,2026-05-01T14:37:12,U0055,HR,director,vpn_gateway,10.10.16.28,payroll,database,confidential,delete,success,105511,56,1,52,normal
EVT0002980,2026-05-01T17:56:00,U0110,Legal,manager,vpn_gateway,10.10.16.143,ticketing,saas,internal,read,success,24651,13,102,3,normal
EVT0002981,2026-05-01T15:27:09,U0062,Sales,analyst,workstation,10.10.10.10,cust_db,database,restricted,login,success,83520,88,158,31,normal
EVT0002982,2026-05-01T18:46:06,U0133,Sales,engineer,laptop,10.10.15.20,public_web,web,public,download,success,75065,205,169,0,normal
EVT0002983,2026-05-01T22:05:11,U0059,Finance,intern,laptop,10.10.7.77,payroll,database,confidential,read,success,130472,373,78,4,normal
EVT0002984,2026-05-01T21:15:44,U0132,Engineering,manager,laptop,10.10.1.134,git_repo,code,internal,login,success,146351,170,175,7,normal
EVT0002985,2026-05-01T16:17:30,U0140,Finance,intern,server,10.10.15.20,payroll,database,confidential,query,success,90897,75,167,31,normal
EVT0002986,2026-05-01T14:38:08,U0027,Sales,intern,vpn_gateway,10.10.20.173,git_repo,code,internal,read,success,145179,108,40,2,normal
EVT0002987,2026-05-01T22:06:19,U0006,Engineering,analyst,workstation,10.10.10.181,bi_dashboard,dashboard,internal,read,success,46717,101,84,6,normal
EVT0002988,2026-05-02T01:25:48,U0064,Legal,engineer,mobile,10.10.10.66,public_web,web,public,read,failed,186629,166,65,7,normal
EVT0002989,2026-05-01T13:48:43,U0069,Engineering,analyst,workstation,10.10.14.117,cust_db,database,restricted,login,success,69186,37,195,30,normal
EVT0002990,2026-05-01T22:57:00,U0109,Legal,analyst,mobile,10.10.3.73,cust_db,database,restricted,login,failed,93101,226,102,7,normal
EVT0002991,2026-05-01T15:28:39,U0057,Data Science,intern,server,10.10.3.104,public_web,web,public,download,success,143588,88,77,3,normal
EVT0002992,2026-05-01T22:07:44,U0136,HR,analyst,server,10.10.18.21,data_lake,storage,restricted,read,success,83795,585,103,28,normal
EVT0002993,2026-05-01T18:48:29,U0008,Sales,analyst,workstation,10.10.6.79,payroll,database,confidential,read,success,104013,56,125,0,normal
EVT0002994,2026-05-01T17:58:48,U0071,Operations,admin,laptop,10.10.8.80,git_repo,code,internal,query,success,168189,1283,27,6,normal
EVT0002995,2026-05-01T16:19:10,U0125,Engineering,engineer,mobile,10.10.15.234,bi_dashboard,dashboard,internal,query,success,39798,30,187,5,normal
EVT0002996,2026-05-01T18:49:08,U0073,Finance,admin,server,10.10.10.253,public_web,web,public,read,failed,54260,29,211,5,normal
EVT0002997,2026-05-01T22:59:06,U0034,Operations,intern,laptop,10.10.5.209,ticketing,saas,internal,read,success,87753,61,120,7,normal
EVT0002998,2026-05-01T17:09:38,U0070,Sales,intern,mobile,10.10.18.21,git_repo,code,internal,read,success,95982,165,44,50,normal
EVT0002999,2026-05-01T14:39:52,U0105,Data Science,manager,server,10.10.16.116,data_lake,storage,restricted,query,success,0,0,171,1,normal
EVT0003000,2026-05-01T13:00:00,U0014,Operations,engineer,vpn_gateway,10.10.16.31,payroll,database,confidential,read,success,0,0,78,30,normal
EVT0003001,2026-05-01T23:50:19,U0104,Legal,intern,vpn_gateway,10.10.12.181,payroll,database,confidential,download,failed,118410,165,130,8,normal
EVT0003002,2026-05-01T19:40:28,U0024,HR,intern,workstation,10.10.10.181,git_repo,code,internal,login,success,155153,99,58,5,normal
EVT0003003,2026-05-01T15:30:27,U0139,Data Science,admin,workstation,10.10.16.20,data_lake,storage,restricted,query,success,110149,59,174,76,policy_violation
EVT0003004,2026-05-02T00:41:20,U0147,Data Science,director,workstation,10.10.11.48,payroll,database,confidential,query,success,125071,89,94,32,normal
EVT0003005,2026-05-02T00:41:40,U0025,Operations,analyst,vpn_gateway,10.10.20.59,payroll,database,confidential,read,failed,135329,72,178,32,normal
EVT0003006,2026-05-01T13:00:36,U0134,Sales,analyst,laptop,10.10.8.238,git_repo,code,internal,login,success,133213,139,97,1,normal
EVT0003007,2026-05-01T13:50:49,U0077,Engineering,analyst,vpn_gateway,10.10.18.34,public_web,web,public,logout,success,75188,40,99,8,normal
EVT0003008,2026-05-01T18:01:36,U0016,Legal,admin,server,10.10.7.191,ticketing,saas,internal,read,success,119979,224,195,8,normal
EVT0003009,2026-05-02T02:23:18,U0087,Data Science,analyst,server,10.10.8.238,crm,saas,confidential,logout,success,15408,14,4,0,normal
EVT0003010,2026-05-01T13:01:00,U0121,HR,admin,laptop,10.10.4.215,payroll,database,confidential,query,success,82195,50,165,33,normal
EVT0003011,2026-05-01T12:10:55,U0141,Sales,director,server,10.10.10.180,crm,saas,confidential,download,success,0,0,134,31,normal
